Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
1554,NexGen Systems,Social Media,All Ages,30 days,Website,0.14,"$14,615.00",3.67,Chicago,English,386,1947,6,Health & Wellness,2021-04-04
1555,Alpha Innovations,Email,Women 25-34,60 days,Instagram,0.09,"$15,876.00",7.06,Houston,German,871,7537,3,Fashionistas,2021-04-05
1556,NexGen Systems,Display,Women 35-44,15 days,Email,0.14,"$10,147.00",7.34,Chicago,English,161,6255,9,Outdoor Adventurers,2021-04-06
1557,Innovate Industries,Social Media,Men 18-24,15 days,Google Ads,0.14,"$14,657.00",6.7,Chicago,French,449,4612,9,Health & Wellness,2021-04-07
1558,TechCorp,Display,Women 35-44,60 days,YouTube,0.14,"$19,015.00",4.0,Los Angeles,Mandarin,988,6269,2,Fashionistas,2021-04-08
1559,Alpha Innovations,Social Media,Men 18-24,60 days,YouTube,0.12,"$10,963.00",6.55,Houston,German,795,7837,5,Foodies,2021-04-09
1560,TechCorp,Social Media,All Ages,15 days,Google Ads,0.07,"$16,620.00",7.75,Miami,Spanish,640,6401,5,Tech Enthusiasts,2021-04-10
1561,Innovate Industries,Search,All Ages,60 days,YouTube,0.13,"$19,860.00",4.71,Los Angeles,German,459,6322,1,Foodies,2021-04-11
1562,NexGen Systems,Search,Women 25-34,60 days,Google Ads,0.14,"$5,820.00",6.99,Chicago,English,758,3253,9,Fashionistas,2021-04-12
1563,NexGen Systems,Social Media,Men 25-34,60 days,YouTube,0.03,"$18,687.00",5.64,Houston,Mandarin,722,3451,7,Health & Wellness,2021-04-13
1564,TechCorp,Search,All Ages,15 days,Facebook,0.05,"$11,071.00",5.38,Houston,Mandarin,562,9069,8,Fashionistas,2021-04-14
1565,TechCorp,Display,Men 18-24,30 days,YouTube,0.08,"$14,902.00",2.65,Miami,German,456,4811,6,Outdoor Adventurers,2021-04-15
1566,NexGen Systems,Influencer,All Ages,60 days,Google Ads,0.11,"$14,876.00",2.62,Chicago,English,626,9756,2,Health & Wellness,2021-04-16
1567,Alpha Innovations,Display,Men 25-34,15 days,Google Ads,0.05,"$5,143.00",4.77,Los Angeles,German,468,1890,4,Foodies,2021-04-17
1568,TechCorp,Search,Women 35-44,15 days,Facebook,0.12,"$8,715.00",3.77,Chicago,French,607,1727,4,Outdoor Adventurers,2021-04-18
1569,DataTech Solutions,Display,Men 25-34,30 days,Website,0.02,"$17,704.00",2.71,Chicago,Spanish,732,3547,10,Tech Enthusiasts,2021-04-19
1570,Alpha Innovations,Email,Women 35-44,15 days,YouTube,0.04,"$6,256.00",3.2,Houston,French,346,5913,5,Health & Wellness,2021-04-20
1571,Innovate Industries,Social Media,Women 35-44,60 days,Email,0.07,"$15,780.00",5.29,New York,Spanish,944,4372,2,Outdoor Adventurers,2021-04-21
1572,TechCorp,Display,All Ages,60 days,Google Ads,0.04,"$7,529.00",3.27,Houston,German,888,5667,3,Fashionistas,2021-04-22
1573,DataTech Solutions,Influencer,All Ages,15 days,Facebook,0.13,"$12,918.00",2.13,Chicago,German,690,6400,5,Health & Wellness,2021-04-23
1574,Alpha Innovations,Search,Men 25-34,30 days,Google Ads,0.1,"$7,389.00",7.23,Los Angeles,Spanish,130,5854,3,Tech Enthusiasts,2021-04-24
1575,Innovate Industries,Display,Men 25-34,60 days,YouTube,0.11,"$10,983.00",6.2,Miami,English,761,7295,7,Health & Wellness,2021-04-25
1576,NexGen Systems,Display,Women 25-34,45 days,YouTube,0.07,"$12,511.00",3.99,New York,English,139,7845,10,Foodies,2021-04-26
1577,Alpha Innovations,Influencer,Men 18-24,60 days,YouTube,0.11,"$5,757.00",3.58,Chicago,English,883,9726,1,Outdoor Adventurers,2021-04-27
1578,Alpha Innovations,Influencer,Women 25-34,15 days,YouTube,0.01,"$14,459.00",7.9,Miami,Spanish,515,5588,9,Fashionistas,2021-04-28
1579,Alpha Innovations,Email,Women 25-34,45 days,YouTube,0.12,"$9,334.00",3.41,Houston,German,538,3215,6,Tech Enthusiasts,2021-04-29
1580,DataTech Solutions,Social Media,Men 18-24,45 days,Website,0.08,"$9,647.00",4.67,New York,French,263,4610,2,Tech Enthusiasts,2021-04-30
1581,TechCorp,Search,All Ages,15 days,Website,0.06,"$17,251.00",6.52,Houston,German,494,7757,10,Tech Enthusiasts,2021-05-01
1582,Innovate Industries,Email,Men 18-24,45 days,YouTube,0.12,"$19,643.00",6.36,New York,French,281,6824,8,Health & Wellness,2021-05-02
1583,Alpha Innovations,Social Media,Men 25-34,30 days,Email,0.1,"$12,281.00",4.77,Houston,English,861,1208,10,Foodies,2021-05-03
1584,DataTech Solutions,Display,Men 18-24,45 days,Email,0.15,"$6,295.00",7.2,Chicago,Spanish,848,3664,3,Tech Enthusiasts,2021-05-04
1585,Innovate Industries,Email,Women 35-44,60 days,Facebook,0.08,"$6,402.00",5.38,Houston,English,875,9083,4,Tech Enthusiasts,2021-05-05
1586,NexGen Systems,Email,Women 25-34,15 days,Google Ads,0.1,"$5,520.00",4.18,Chicago,Mandarin,673,5773,9,Tech Enthusiasts,2021-05-06
1587,NexGen Systems,Search,All Ages,45 days,Email,0.15,"$12,239.00",7.99,Miami,Mandarin,264,8446,2,Fashionistas,2021-05-07
1588,TechCorp,Email,Women 35-44,45 days,Website,0.06,"$5,997.00",2.26,Miami,Spanish,711,8497,1,Foodies,2021-05-08
1589,Innovate Industries,Email,Women 35-44,15 days,YouTube,0.09,"$13,757.00",2.39,Houston,German,377,5371,4,Health & Wellness,2021-05-09
1590,DataTech Solutions,Social Media,Men 25-34,15 days,Google Ads,0.06,"$15,233.00",5.51,New York,French,504,2666,8,Outdoor Adventurers,2021-05-10
1591,Innovate Industries,Search,Women 25-34,45 days,YouTube,0.11,"$13,957.00",2.59,New York,French,232,8649,4,Tech Enthusiasts,2021-05-11
1592,DataTech Solutions,Display,All Ages,30 days,YouTube,0.06,"$16,681.00",2.65,Houston,Mandarin,964,9809,5,Health & Wellness,2021-05-12
1593,DataTech Solutions,Display,Men 25-34,45 days,Instagram,0.07,"$15,007.00",5.52,Chicago,Spanish,102,5960,10,Health & Wellness,2021-05-13
1594,NexGen Systems,Display,Women 35-44,60 days,Facebook,0.03,"$11,204.00",4.61,Houston,English,927,8007,9,Foodies,2021-05-14
1595,Alpha Innovations,Search,Men 25-34,60 days,Instagram,0.02,"$16,972.00",7.1,New York,Spanish,695,4490,1,Fashionistas,2021-05-15
1596,Innovate Industries,Search,Women 35-44,45 days,Google Ads,0.05,"$10,845.00",3.22,New York,French,383,5885,1,Outdoor Adventurers,2021-05-16
1597,Innovate Industries,Display,Women 35-44,60 days,Website,0.06,"$6,252.00",2.91,New York,Mandarin,347,7098,5,Foodies,2021-05-17
1598,TechCorp,Display,Men 18-24,30 days,Website,0.03,"$18,761.00",3.62,Chicago,German,162,9768,8,Outdoor Adventurers,2021-05-18
1599,Innovate Industries,Influencer,Women 35-44,30 days,Instagram,0.12,"$19,844.00",5.51,Miami,Mandarin,668,8864,8,Outdoor Adventurers,2021-05-19
1600,Innovate Industries,Social Media,Men 18-24,15 days,Facebook,0.04,"$17,970.00",5.08,Chicago,Mandarin,914,4236,7,Fashionistas,2021-05-20
1601,TechCorp,Search,Men 25-34,60 days,Email,0.03,"$6,860.00",4.58,Los Angeles,Mandarin,199,1227,4,Tech Enthusiasts,2021-05-21
1602,Innovate Industries,Search,Men 18-24,30 days,Facebook,0.06,"$18,513.00",5.12,Chicago,English,710,6872,3,Outdoor Adventurers,2021-05-22
1603,Alpha Innovations,Display,Men 25-34,45 days,Website,0.14,"$15,494.00",7.29,Houston,Spanish,572,7640,3,Fashionistas,2021-05-23
1604,TechCorp,Email,Men 25-34,15 days,Website,0.05,"$18,061.00",4.06,Houston,German,377,7095,1,Tech Enthusiasts,2021-05-24
1605,Alpha Innovations,Influencer,Men 25-34,15 days,YouTube,0.11,"$9,000.00",2.3,Houston,Mandarin,380,2675,4,Fashionistas,2021-05-25
1606,Innovate Industries,Search,Women 35-44,45 days,Email,0.12,"$10,307.00",3.17,Houston,French,989,5242,6,Outdoor Adventurers,2021-05-26
1607,Alpha Innovations,Search,Women 25-34,30 days,Website,0.02,"$19,059.00",6.29,New York,Mandarin,105,9248,3,Fashionistas,2021-05-27
1608,Alpha Innovations,Display,All Ages,45 days,Instagram,0.14,"$9,834.00",6.49,Houston,Spanish,110,4512,8,Foodies,2021-05-28
1609,Alpha Innovations,Social Media,Women 35-44,45 days,Facebook,0.03,"$12,564.00",5.71,New York,Mandarin,589,5230,1,Health & Wellness,2021-05-29
1610,DataTech Solutions,Display,Women 25-34,60 days,Website,0.06,"$8,844.00",3.23,Los Angeles,German,876,3949,9,Fashionistas,2021-05-30
1611,NexGen Systems,Email,Women 25-34,45 days,Website,0.07,"$7,242.00",7.54,Chicago,English,986,8533,3,Outdoor Adventurers,2021-05-31
1612,Innovate Industries,Display,Men 25-34,45 days,Email,0.13,"$13,015.00",3.1,Los Angeles,Spanish,535,1428,7,Fashionistas,2021-06-01
1613,DataTech Solutions,Influencer,Women 25-34,60 days,Facebook,0.14,"$18,973.00",5.58,Miami,French,502,7820,2,Foodies,2021-06-02
1614,Innovate Industries,Email,Men 25-34,45 days,Website,0.03,"$5,789.00",4.87,Los Angeles,English,247,4506,7,Health & Wellness,2021-06-03
1615,DataTech Solutions,Email,Men 25-34,15 days,Google Ads,0.08,"$12,543.00",2.03,New York,Mandarin,371,1409,9,Foodies,2021-06-04
1616,Innovate Industries,Influencer,Men 25-34,45 days,YouTube,0.1,"$16,103.00",2.77,New York,Mandarin,451,9412,5,Fashionistas,2021-06-05
1617,TechCorp,Influencer,Men 18-24,15 days,Website,0.01,"$10,580.00",5.02,Miami,English,445,3220,2,Foodies,2021-06-06
1618,NexGen Systems,Display,Women 25-34,60 days,Facebook,0.08,"$11,926.00",3.83,Chicago,French,237,1698,9,Outdoor Adventurers,2021-06-07
1619,DataTech Solutions,Email,Women 35-44,45 days,Facebook,0.09,"$11,059.00",5.08,Miami,Spanish,329,7654,1,Fashionistas,2021-06-08
1620,TechCorp,Influencer,Men 25-34,45 days,Website,0.14,"$11,034.00",3.92,New York,Spanish,600,5018,4,Foodies,2021-06-09
1621,Alpha Innovations,Email,Men 18-24,15 days,Google Ads,0.06,"$10,453.00",6.41,Houston,Spanish,830,7398,7,Fashionistas,2021-06-10
1622,NexGen Systems,Social Media,Women 35-44,60 days,Website,0.13,"$9,655.00",3.23,New York,English,848,1384,1,Foodies,2021-06-11
1623,Alpha Innovations,Search,Men 18-24,45 days,YouTube,0.06,"$9,373.00",4.68,Chicago,Spanish,313,6012,10,Health & Wellness,2021-06-12
1624,Alpha Innovations,Display,All Ages,30 days,Website,0.14,"$6,077.00",5.18,Los Angeles,Mandarin,642,5682,10,Fashionistas,2021-06-13
1625,TechCorp,Email,Women 25-34,60 days,Instagram,0.15,"$19,719.00",4.76,Chicago,Spanish,755,3287,9,Fashionistas,2021-06-14
1626,DataTech Solutions,Email,Women 25-34,45 days,Email,0.13,"$5,277.00",2.3,Houston,English,526,3991,1,Foodies,2021-06-15
1627,Innovate Industries,Influencer,Women 35-44,15 days,Google Ads,0.12,"$14,212.00",6.99,Houston,French,407,8351,4,Tech Enthusiasts,2021-06-16
1628,NexGen Systems,Influencer,All Ages,60 days,YouTube,0.15,"$19,095.00",2.87,Miami,English,570,4991,9,Foodies,2021-06-17
1629,Innovate Industries,Email,Women 25-34,45 days,YouTube,0.03,"$11,526.00",5.32,Chicago,French,703,9462,2,Foodies,2021-06-18
1630,TechCorp,Search,Men 25-34,15 days,Google Ads,0.08,"$5,973.00",2.42,New York,English,872,6181,8,Health & Wellness,2021-06-19
1631,Alpha Innovations,Display,Men 18-24,45 days,YouTube,0.07,"$15,636.00",6.85,Los Angeles,English,645,2905,3,Outdoor Adventurers,2021-06-20
1632,Innovate Industries,Influencer,Women 25-34,15 days,Google Ads,0.03,"$9,339.00",4.28,Houston,Mandarin,621,7281,5,Foodies,2021-06-21
1633,DataTech Solutions,Influencer,Women 35-44,30 days,Email,0.1,"$9,967.00",4.15,Los Angeles,German,272,2150,6,Fashionistas,2021-06-22
1634,DataTech Solutions,Social Media,Women 35-44,60 days,YouTube,0.02,"$17,550.00",6.73,Miami,French,997,1173,4,Tech Enthusiasts,2021-06-23
1635,Alpha Innovations,Social Media,Men 18-24,15 days,Email,0.07,"$19,920.00",5.28,Los Angeles,French,860,5977,8,Tech Enthusiasts,2021-06-24
1636,DataTech Solutions,Display,Men 18-24,15 days,Facebook,0.02,"$5,840.00",5.12,Miami,German,578,4128,9,Tech Enthusiasts,2021-06-25
1637,NexGen Systems,Search,Women 35-44,60 days,Instagram,0.15,"$6,403.00",7.72,Miami,Spanish,854,1978,3,Outdoor Adventurers,2021-06-26
1638,TechCorp,Influencer,Women 25-34,30 days,Instagram,0.05,"$19,586.00",5.54,New York,French,585,1709,1,Foodies,2021-06-27
1639,DataTech Solutions,Display,Women 35-44,45 days,Instagram,0.08,"$9,907.00",2.8,Miami,German,623,2690,2,Health & Wellness,2021-06-28
1640,Alpha Innovations,Influencer,Men 25-34,30 days,Facebook,0.03,"$17,606.00",5.06,New York,English,556,5533,7,Outdoor Adventurers,2021-06-29
1641,Innovate Industries,Influencer,All Ages,60 days,YouTube,0.07,"$17,213.00",6.1,Chicago,English,244,2649,3,Outdoor Adventurers,2021-06-30
1642,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,0.04,"$7,188.00",7.36,Houston,German,759,6240,10,Tech Enthusiasts,2021-07-01
1643,Innovate Industries,Social Media,Women 35-44,15 days,Email,0.09,"$19,434.00",5.18,Chicago,Mandarin,778,4730,5,Health & Wellness,2021-07-02
1644,TechCorp,Social Media,All Ages,45 days,Instagram,0.1,"$13,123.00",6.37,Los Angeles,Mandarin,282,6607,7,Health & Wellness,2021-07-03
1645,Innovate Industries,Search,All Ages,60 days,Email,0.1,"$14,931.00",7.81,Los Angeles,English,431,4573,3,Foodies,2021-07-04
1646,DataTech Solutions,Search,Men 25-34,15 days,Email,0.1,"$11,594.00",7.85,Miami,Mandarin,896,6154,10,Fashionistas,2021-07-05
1647,Alpha Innovations,Email,All Ages,45 days,Facebook,0.12,"$5,702.00",7.53,New York,Mandarin,778,8473,6,Outdoor Adventurers,2021-07-06
1648,TechCorp,Display,Men 18-24,15 days,Facebook,0.05,"$17,592.00",6.69,Chicago,French,285,2756,8,Outdoor Adventurers,2021-07-07
1649,Innovate Industries,Display,Men 25-34,30 days,YouTube,0.04,"$19,072.00",4.71,New York,Mandarin,768,7851,5,Health & Wellness,2021-07-08
1650,DataTech Solutions,Email,Men 18-24,15 days,Website,0.11,"$13,879.00",3.85,Houston,Spanish,300,2842,7,Fashionistas,2021-07-09
1651,NexGen Systems,Influencer,Men 25-34,60 days,Google Ads,0.11,"$18,916.00",2.63,Los Angeles,English,707,8221,6,Tech Enthusiasts,2021-07-10
1652,TechCorp,Email,All Ages,60 days,Email,0.04,"$8,886.00",7.8,Chicago,French,440,5426,6,Health & Wellness,2021-07-11
1653,Innovate Industries,Search,Men 18-24,15 days,Facebook,0.11,"$15,236.00",7.78,Chicago,French,259,3048,9,Fashionistas,2021-07-12
1654,TechCorp,Display,All Ages,30 days,Facebook,0.04,"$12,936.00",5.73,New York,French,944,6171,5,Outdoor Adventurers,2021-07-13
1655,TechCorp,Search,Men 25-34,60 days,Email,0.09,"$18,473.00",5.41,New York,Mandarin,775,9785,1,Foodies,2021-07-14
1656,TechCorp,Search,Men 25-34,15 days,Website,0.1,"$19,608.00",2.23,Chicago,French,671,9464,8,Foodies,2021-07-15
1657,NexGen Systems,Influencer,All Ages,45 days,Instagram,0.14,"$14,711.00",5.72,Chicago,French,723,2078,10,Health & Wellness,2021-07-16
1658,TechCorp,Social Media,Women 35-44,15 days,Google Ads,0.15,"$11,263.00",2.67,Miami,Mandarin,897,3564,2,Tech Enthusiasts,2021-07-17
1659,NexGen Systems,Email,Men 18-24,60 days,YouTube,0.13,"$16,847.00",2.66,New York,German,763,7670,6,Fashionistas,2021-07-18
1660,Innovate Industries,Email,Women 25-34,30 days,Email,0.15,"$6,109.00",4.97,Miami,German,544,2792,10,Health & Wellness,2021-07-19
1661,NexGen Systems,Search,Men 25-34,45 days,Email,0.12,"$17,751.00",2.19,Los Angeles,Mandarin,682,8870,6,Outdoor Adventurers,2021-07-20
1662,DataTech Solutions,Search,All Ages,45 days,Google Ads,0.05,"$12,475.00",4.27,Houston,English,863,9369,3,Fashionistas,2021-07-21
1663,DataTech Solutions,Influencer,Women 25-34,30 days,YouTube,0.13,"$11,685.00",2.55,Chicago,French,925,6264,7,Health & Wellness,2021-07-22
1664,NexGen Systems,Influencer,Men 18-24,45 days,Email,0.15,"$5,840.00",7.96,Miami,Spanish,744,4819,1,Fashionistas,2021-07-23
1665,Innovate Industries,Search,Men 18-24,30 days,Email,0.05,"$7,488.00",2.49,Miami,English,321,3767,8,Outdoor Adventurers,2021-07-24
1666,TechCorp,Email,Women 25-34,60 days,Website,0.06,"$10,400.00",6.49,Miami,French,429,6983,5,Outdoor Adventurers,2021-07-25
1667,NexGen Systems,Influencer,Women 35-44,60 days,Google Ads,0.13,"$16,640.00",5.01,New York,Spanish,950,5799,1,Health & Wellness,2021-07-26
1668,TechCorp,Display,Men 25-34,15 days,Facebook,0.11,"$12,073.00",3.39,Chicago,German,971,9766,7,Tech Enthusiasts,2021-07-27
1669,NexGen Systems,Influencer,Men 18-24,60 days,Google Ads,0.11,"$9,343.00",3.26,Houston,French,646,4912,3,Fashionistas,2021-07-28
1670,Innovate Industries,Display,Women 35-44,60 days,Email,0.04,"$16,527.00",3.84,Houston,Spanish,687,2440,7,Foodies,2021-07-29
1671,NexGen Systems,Influencer,Women 25-34,45 days,Facebook,0.15,"$14,801.00",2.75,Chicago,Spanish,619,9773,6,Fashionistas,2021-07-30
1672,DataTech Solutions,Social Media,Women 25-34,30 days,Google Ads,0.05,"$16,906.00",4.5,Houston,Spanish,210,8711,10,Health & Wellness,2021-07-31
1673,Innovate Industries,Search,Women 35-44,60 days,Instagram,0.07,"$12,904.00",4.13,Los Angeles,French,409,3626,3,Outdoor Adventurers,2021-08-01
1674,Alpha Innovations,Influencer,All Ages,15 days,Instagram,0.01,"$16,539.00",7.72,Miami,Mandarin,231,5714,2,Outdoor Adventurers,2021-08-02
1675,Alpha Innovations,Email,All Ages,15 days,Website,0.04,"$14,188.00",5.59,Houston,Mandarin,455,5450,1,Tech Enthusiasts,2021-08-03
1676,TechCorp,Influencer,Men 25-34,30 days,Website,0.05,"$9,833.00",5.21,Los Angeles,French,854,4765,7,Foodies,2021-08-04
1677,TechCorp,Email,Women 25-34,60 days,Facebook,0.07,"$10,477.00",7.16,Houston,Mandarin,393,6691,10,Health & Wellness,2021-08-05
1678,NexGen Systems,Influencer,Women 25-34,45 days,Instagram,0.12,"$19,954.00",3.18,Miami,German,892,2682,5,Foodies,2021-08-06
1679,TechCorp,Search,Women 25-34,45 days,Facebook,0.12,"$14,024.00",6.52,Chicago,Mandarin,919,7475,3,Outdoor Adventurers,2021-08-07
1680,NexGen Systems,Influencer,Women 25-34,45 days,Instagram,0.13,"$6,588.00",5.35,New York,German,617,9331,5,Outdoor Adventurers,2021-08-08
1681,NexGen Systems,Search,Women 25-34,45 days,Email,0.09,"$13,734.00",6.34,New York,English,905,2346,5,Health & Wellness,2021-08-09
1682,TechCorp,Display,Men 25-34,30 days,Email,0.09,"$16,794.00",2.43,Chicago,German,873,2646,10,Fashionistas,2021-08-10
1683,DataTech Solutions,Influencer,All Ages,60 days,Email,0.04,"$17,413.00",7.42,Chicago,German,103,7665,8,Tech Enthusiasts,2021-08-11
1684,NexGen Systems,Influencer,Women 25-34,45 days,YouTube,0.11,"$11,611.00",3.48,Los Angeles,Spanish,329,6390,1,Tech Enthusiasts,2021-08-12
1685,TechCorp,Email,Men 25-34,45 days,Google Ads,0.11,"$12,967.00",3.8,Los Angeles,Spanish,812,7207,5,Fashionistas,2021-08-13
1686,Alpha Innovations,Social Media,Women 35-44,45 days,Facebook,0.12,"$18,006.00",3.81,New York,Spanish,190,5179,1,Tech Enthusiasts,2021-08-14
1687,NexGen Systems,Display,Men 18-24,30 days,YouTube,0.11,"$12,463.00",7.19,Miami,Spanish,554,4368,2,Fashionistas,2021-08-15
1688,Alpha Innovations,Email,Men 25-34,30 days,Instagram,0.11,"$9,951.00",5.46,New York,Spanish,359,5375,5,Outdoor Adventurers,2021-08-16
1689,Innovate Industries,Influencer,All Ages,45 days,YouTube,0.08,"$15,619.00",4.97,Los Angeles,Spanish,622,5492,10,Foodies,2021-08-17
1690,NexGen Systems,Email,Men 18-24,45 days,Facebook,0.12,"$5,041.00",2.48,New York,German,325,9889,1,Foodies,2021-08-18
1691,Innovate Industries,Display,Men 25-34,45 days,Instagram,0.12,"$8,888.00",7.16,Los Angeles,German,672,3267,1,Health & Wellness,2021-08-19
1692,NexGen Systems,Social Media,Men 25-34,15 days,Instagram,0.12,"$9,592.00",6.49,Houston,Mandarin,533,6410,4,Health & Wellness,2021-08-20
1693,NexGen Systems,Search,Men 18-24,15 days,Instagram,0.08,"$11,528.00",3.25,Chicago,French,734,6149,8,Tech Enthusiasts,2021-08-21
1694,NexGen Systems,Social Media,All Ages,45 days,Google Ads,0.12,"$13,117.00",3.65,New York,German,453,2223,4,Tech Enthusiasts,2021-08-22
1695,Innovate Industries,Influencer,Women 35-44,45 days,Instagram,0.05,"$8,151.00",3.38,New York,French,426,2738,7,Outdoor Adventurers,2021-08-23
1696,DataTech Solutions,Influencer,Women 25-34,45 days,YouTube,0.11,"$14,382.00",2.54,Miami,English,151,8281,1,Outdoor Adventurers,2021-08-24
1697,Innovate Industries,Search,Women 35-44,60 days,Facebook,0.04,"$11,903.00",3.8,New York,Spanish,310,1592,1,Fashionistas,2021-08-25
1698,TechCorp,Display,Men 18-24,30 days,Facebook,0.14,"$15,981.00",5.93,Houston,Mandarin,366,8470,3,Health & Wellness,2021-08-26
1699,NexGen Systems,Influencer,All Ages,60 days,Instagram,0.11,"$12,604.00",7.79,New York,French,738,5191,3,Health & Wellness,2021-08-27
1700,TechCorp,Social Media,Men 25-34,15 days,YouTube,0.01,"$6,611.00",7.88,Los Angeles,English,708,1517,2,Outdoor Adventurers,2021-08-28
1701,Alpha Innovations,Search,All Ages,45 days,Email,0.12,"$14,831.00",5.71,Miami,Mandarin,582,4369,2,Foodies,2021-08-29
1702,Alpha Innovations,Search,All Ages,60 days,Email,0.06,"$18,219.00",6.71,Miami,French,567,8115,6,Fashionistas,2021-08-30
1703,DataTech Solutions,Email,Women 35-44,60 days,Facebook,0.11,"$18,961.00",6.41,Los Angeles,German,236,5397,6,Health & Wellness,2021-08-31
1704,DataTech Solutions,Social Media,Men 18-24,45 days,Google Ads,0.11,"$15,136.00",4.69,New York,German,299,1222,7,Foodies,2021-09-01
1705,DataTech Solutions,Search,All Ages,60 days,Instagram,0.04,"$19,380.00",5.31,Los Angeles,Spanish,876,3492,4,Outdoor Adventurers,2021-09-02
1706,TechCorp,Influencer,All Ages,30 days,Google Ads,0.11,"$7,612.00",2.68,Houston,French,1000,3304,1,Tech Enthusiasts,2021-09-03
1707,Innovate Industries,Display,Men 18-24,15 days,Instagram,0.03,"$10,600.00",5.8,Chicago,Mandarin,941,8458,6,Health & Wellness,2021-09-04
1708,NexGen Systems,Email,Women 25-34,15 days,YouTube,0.11,"$10,634.00",2.84,Chicago,Mandarin,182,8834,9,Outdoor Adventurers,2021-09-05
1709,NexGen Systems,Display,Men 18-24,45 days,Website,0.14,"$12,890.00",7.03,Chicago,Mandarin,822,7350,7,Foodies,2021-09-06
